,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Further_outcome,Year,Month,season,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
213718,Person search,0.0,,51.590709,-0.228821,Male,18-24,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.228821 51.590709),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
214104,Person search,0.0,,51.590016,-0.224633,Male,18-24,Black or Black British - Caribbean (B1),Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.224633 51.590016),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
214234,Person search,0.0,,51.577607,-0.218737,Male,25-34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
214980,Person and Vehicle search,0.0,,51.575385,-0.220426,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,1,2016,9,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
216220,Person search,0.0,,51.586228,-0.220926,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning,,,1,2016,9,3,POINT (-0.220926 51.586228),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
216222,Person search,0.0,,51.586228,-0.220926,Male,18-24,Mixed - Any other Mixed ethnic background (M9),White,Controlled drugs,Offender given drugs possession warning,,,1,2016,9,3,POINT (-0.220926 51.586228),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
217047,Person and Vehicle search,0.0,,51.576637,-0.239038,Male,10-17,Not Stated (NS),Other,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
217293,Person search,0.0,,51.5833,-0.22296,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Other,Controlled drugs,Offender given drugs possession warning,,,1,2016,9,3,POINT (-0.22296 51.5833),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
217297,Person search,0.0,,51.5833,-0.22296,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22296 51.5833),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
217852,Person and Vehicle search,0.0,,51.578728,-0.242955,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.242955 51.578728),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
217934,Person search,0.0,,51.582939,-0.22703,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
217936,Person and Vehicle search,0.0,,51.582939,-0.22703,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
217937,Person search,0.0,,51.582939,-0.22703,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
217941,Person search,0.0,,51.582939,-0.22703,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
218343,Person search,0.0,,51.587017,-0.230293,Male,10-17,Black or Black British - African (B2),Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.230293 51.587017),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
218351,Person search,0.0,,51.590288,-0.22123,Male,18-24,Black or Black British - African (B2),Black,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
218352,Person search,0.0,,51.590288,-0.22123,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
218357,Person search,0.0,,51.590288,-0.22123,Male,18-24,Black or Black British - African (B2),Black,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
218365,Person search,0.0,,51.590288,-0.22123,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
218478,Person search,0.0,,51.577607,-0.218737,Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
219213,Person search,0.0,,51.582939,-0.22703,Male,25-34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
219296,Person search,0.0,,51.582939,-0.22703,Male,25-34,White - White British (W1),White,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
219310,Person search,0.0,,51.578865,-0.244349,Male,over 34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Suspect arrested,,,1,2016,9,3,POINT (-0.244349 51.578865),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
219311,Person search,0.0,,51.578865,-0.244349,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.244349 51.578865),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
219312,Person search,0.0,,51.578865,-0.244349,Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.244349 51.578865),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
219313,Person search,0.0,,51.578865,-0.244349,Male,25-34,Not Stated (NS),Asian,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.244349 51.578865),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
219522,Person and Vehicle search,0.0,,51.578728,-0.242955,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.242955 51.578728),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
219523,Person search,0.0,,51.578728,-0.242955,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.242955 51.578728),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
219569,Person search,0.0,,51.585631,-0.230794,Male,18-24,White - White British (W1),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.230794 51.585631),304.0,305.0,E01000309,Barnet 031D,20046.0,7.0,745335.344039917,4383.89608689771,E01000309
219736,Person search,0.0,,51.582939,-0.22703,Male,18-24,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,1,2016,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
219847,Person and Vehicle search,0.0,,51.577136,-0.2316,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Other,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
220620,Person search,0.0,,51.587017,-0.230293,Female,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.230293 51.587017),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
220780,Person search,0.0,,51.582987,-0.215323,Male,10-17,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.215323 51.582987),231.0,232.0,E01000236,Barnet 034A,23808.0,8.0,589603.116470337,3638.41217587178,E01000236
220928,Person and Vehicle search,0.0,,51.590659,-0.226123,Male,18-24,White - White British (W1),White,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.226123 51.590659),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
221303,Person and Vehicle search,0.0,,51.577136,-0.2316,Male,18-24,Not Stated (NS),Other,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
221305,Person and Vehicle search,0.0,,51.577136,-0.2316,Male,25-34,Not Stated (NS),Other,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
221547,Person search,0.0,,51.590288,-0.22123,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Suspect arrested,,,1,2016,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
221903,Person search,0.0,,51.590288,-0.22123,Male,,Black or Black British - Any other Black ethnic background (B9),Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
222461,Person search,0.0,,51.580224,-0.243186,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Suspect arrested,,,1,2016,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
222854,Vehicle search,0.0,,51.585748,-0.227859,Male,18-24,White - White Irish (W2),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,9,3,POINT (-0.227859 51.585748),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
223888,Person and Vehicle search,0.0,,51.577076,-0.239526,Male,over 34,Asian or Asian British - Pakistani (A2),Black,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.239526 51.577076),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
223895,Person and Vehicle search,0.0,,51.572489,-0.234133,Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.234133 51.572489),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
223900,Person and Vehicle search,0.0,,51.572489,-0.234133,Male,18-24,White - White British (W1),Asian,Controlled drugs,Nothing found - no further action,,,0,2016,9,3,POINT (-0.234133 51.572489),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
224873,Person search,0.0,,51.584965,-0.212373,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Nothing found - no further action,,,0,2016,10,3,POINT (-0.212373 51.584965),231.0,232.0,E01000236,Barnet 034A,23808.0,8.0,589603.116470337,3638.41217587178,E01000236
224875,Person search,0.0,,51.577076,-0.239526,Male,10-17,Asian or Asian British - Any other Asian ethnic background (A9),Other,Controlled drugs,Nothing found - no further action,,,0,2016,10,3,POINT (-0.239526 51.577076),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
226991,Person search,0.0,,51.589714,-0.228441,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action,,,0,2016,10,3,POINT (-0.228441 51.589714),234.0,235.0,E01000239,Barnet 031A,13120.0,4.0,1121637.79927063,7129.27458479399,E01000239
226993,Person search,0.0,,51.589714,-0.228441,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.228441 51.589714),234.0,235.0,E01000239,Barnet 031A,13120.0,4.0,1121637.79927063,7129.27458479399,E01000239
227520,Person search,0.0,,51.576637,-0.239038,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Suspect arrested,,,1,2016,10,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
227623,Person and Vehicle search,0.0,,51.588795,-0.209956,Female,25-34,Not Stated (NS),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.209956 51.588795),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
227627,Person search,0.0,,51.588795,-0.209956,Female,18-24,Not Stated (NS),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.209956 51.588795),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
227631,Person search,0.0,,51.588795,-0.209956,Female,10-17,Not Stated (NS),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.209956 51.588795),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
227645,Person and Vehicle search,0.0,,51.598432,-0.233488,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.233488 51.598432),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
227655,Person search,0.0,,51.598432,-0.233488,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.233488 51.598432),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
227769,Person search,0.0,,51.5833,-0.22296,Male,over 34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action,,,0,2016,10,3,POINT (-0.22296 51.5833),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
227946,Person search,0.0,,51.583129,-0.22353,Male,over 34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.22353 51.583129),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
228111,Person and Vehicle search,0.0,,51.587278,-0.2196,Male,over 34,Asian or Asian British - Any other Asian ethnic background (A9),Other,Articles for use in criminal damage,Suspect arrested,,,1,2016,10,3,POINT (-0.2196 51.587278),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
228430,Person search,0.0,,51.587278,-0.2196,Male,10-17,Not Stated (NS),White,Articles for use in criminal damage,Nothing found - no further action,,,0,2016,10,3,POINT (-0.2196 51.587278),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
